State,State Name,County,County Name,NAICS,NAICS Description,Enterprise Size,Firms,Establishments,Employment,Employment Noise Flag,"Annual Payroll
($1,000)",Annual Payroll Noise Flag
5,Arkansas,41,Desha,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,37,H,734,G
5,Arkansas,41,Desha,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,82,G,"1,462",G
5,Arkansas,43,Drew,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,97,G,"3,001",G
5,Arkansas,45,Faulkner,713,"Amusement, Gambling, and Recreation Industries",1: Total,23,25,262,G,"5,298",G
5,Arkansas,45,Faulkner,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,114,114,"1,257",G,"33,193",G
5,Arkansas,47,Franklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,90,J,"1,573",G
5,Arkansas,49,Fulton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,36,J,481,G
5,Arkansas,51,Garland,713,"Amusement, Gambling, and Recreation Industries",1: Total,29,29,350,G,"9,284",G
5,Arkansas,51,Garland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,124,124,686,G,"16,419",G
5,Arkansas,53,Grant,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,79,J,"2,005",G
5,Arkansas,55,Greene,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,42,J,"1,376",H
5,Arkansas,55,Greene,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,44,44,167,G,"3,993",G
5,Arkansas,57,Hempstead,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,4,J,129,J
5,Arkansas,57,Hempstead,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,116,G,"2,026",G
5,Arkansas,59,Hot Spring,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,19,J,249,H
5,Arkansas,59,Hot Spring,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,41,41,141,G,"2,542",G
5,Arkansas,61,Howard,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,11,J,191,H
5,Arkansas,61,Howard,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,36,G,695,G
5,Arkansas,63,Independence,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,25,G,567,H
5,Arkansas,63,Independence,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,50,50,243,G,"5,524",G
5,Arkansas,65,Izard,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,13,J,263,H
5,Arkansas,65,Izard,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,42,J,709,H
5,Arkansas,67,Jackson,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,17,J,356,H
5,Arkansas,67,Jackson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,73,H,"1,091",G
5,Arkansas,69,Jefferson,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,39,G,"1,113",J
5,Arkansas,69,Jefferson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,94,94,423,G,"7,895",G
5,Arkansas,71,Johnson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,81,H,"1,804",H
5,Arkansas,73,Lafayette,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,16,J,250,G
5,Arkansas,75,Lawrence,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,47,H,815,G
5,Arkansas,77,Lee,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,10,G,212,J
5,Arkansas,77,Lee,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,23,J,294,G
5,Arkansas,79,Lincoln,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,21,H,438,H
5,Arkansas,81,Little River,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,73,H,867,G
5,Arkansas,83,Logan,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,6,J,107,G
5,Arkansas,83,Logan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,160,H,"3,499",G
5,Arkansas,85,Lonoke,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,65,G,"1,220",G
5,Arkansas,85,Lonoke,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,57,57,351,H,"7,814",G
5,Arkansas,87,Madison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,25,J,445,H
5,Arkansas,89,Marion,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,43,J,"1,181",J
5,Arkansas,89,Marion,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,38,J,600,G
5,Arkansas,91,Miller,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,117,H,"2,858",J
5,Arkansas,91,Miller,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,48,48,292,H,"4,991",G
5,Arkansas,93,Mississippi,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,42,J,997,H
5,Arkansas,93,Mississippi,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,45,45,155,G,"2,520",G
5,Arkansas,95,Monroe,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,35,H,660,H
5,Arkansas,97,Montgomery,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,12,J,212,J
5,Arkansas,99,Nevada,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,32,H,597,G
5,Arkansas,101,Newton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,8,J,92,G
5,Arkansas,103,Ouachita,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,11,J,196,G
5,Arkansas,103,Ouachita,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,128,J,"2,374",G
5,Arkansas,105,Perry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,47,J,"1,210",H
5,Arkansas,107,Phillips,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,20,J,316,J
5,Arkansas,107,Phillips,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,67,J,"1,489",H
5,Arkansas,109,Pike,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,33,H,778,G
5,Arkansas,111,Poinsett,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,70,H,"1,217",G
5,Arkansas,113,Polk,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,12,J,148,J
5,Arkansas,113,Polk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,35,35,130,J,"3,012",G
5,Arkansas,115,Pope,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,16,57,J,"1,336",H
5,Arkansas,115,Pope,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,76,76,524,G,"11,712",H
5,Arkansas,117,Prairie,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,45,J,585,G
5,Arkansas,119,Pulaski,713,"Amusement, Gambling, and Recreation Industries",1: Total,85,97,"1,378",G,"41,456",G
5,Arkansas,119,Pulaski,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,660,667,"5,522",G,"215,683",G
5,Arkansas,121,Randolph,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,32,G,622,G
5,Arkansas,123,St. Francis,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,19,G,722,G
5,Arkansas,123,St. Francis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,74,G,"1,201",G
5,Arkansas,125,Saline,713,"Amusement, Gambling, and Recreation Industries",1: Total,21,23,209,G,"3,552",G
5,Arkansas,125,Saline,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,88,88,"1,030",H,"24,070",H
5,Arkansas,127,Scott,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,29,J,518,G
5,Arkansas,129,Searcy,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,9,J,245,G
5,Arkansas,131,Sebastian,713,"Amusement, Gambling, and Recreation Industries",1: Total,28,28,317,G,"6,455",G
5,Arkansas,131,Sebastian,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,112,116,980,G,"21,986",G
5,Arkansas,133,Sevier,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,49,H,"1,034",G
5,Arkansas,135,Sharp,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,89,H,"1,445",G
5,Arkansas,137,Stone,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,18,18,56,J,"1,293",G
5,Arkansas,139,Union,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,122,J,"2,720",J
5,Arkansas,139,Union,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,84,85,343,H,"7,057",G
5,Arkansas,141,Van Buren,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,15,G,277,G
5,Arkansas,141,Van Buren,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,191,H,"4,835",H
5,Arkansas,143,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,51,56,623,G,"11,764",G
5,Arkansas,143,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,209,209,"2,093",G,"62,713",G
5,Arkansas,145,White,713,"Amusement, Gambling, and Recreation Industries",1: Total,12,12,115,G,"2,765",G
5,Arkansas,145,White,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,80,80,502,H,"11,480",G
5,Arkansas,147,Woodruff,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,30,H,318,G
5,Arkansas,149,Yell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,55,J,"1,216",G
5,Arkansas,999,Statewide Arkansas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,19,J,"1,452",H
6,California,1,Alameda,713,"Amusement, Gambling, and Recreation Industries",1: Total,325,369,"3,919",G,"142,304",G
6,California,1,Alameda,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"1,286","1,315","12,416",G,"770,479",G
6,California,3,Alpine,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,5,G,186,J
6,California,5,Amador,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,89,H,"2,045",H
6,California,5,Amador,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,136,H,"4,705",G
6,California,7,Butte,713,"Amusement, Gambling, and Recreation Industries",1: Total,56,56,"1,147",H,"38,315",H
6,California,7,Butte,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,158,166,"1,558",H,"45,242",G
6,California,9,Calaveras,713,"Amusement, Gambling, and Recreation Industries",1: Total,15,15,195,H,"6,318",H
6,California,9,Calaveras,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,49,49,207,H,"5,687",G
6,California,11,Colusa,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,23,G,668,G
6,California,11,Colusa,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,31,J,736,G
6,California,13,Contra Costa,713,"Amusement, Gambling, and Recreation Industries",1: Total,273,299,"3,713",G,"149,608",G
6,California,13,Contra Costa,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,614,616,"5,661",G,"241,885",G
6,California,15,Del Norte,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,218,J,"8,614",J
6,California,15,Del Norte,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,49,H,"1,084",G
6,California,17,El Dorado,713,"Amusement, Gambling, and Recreation Industries",1: Total,76,76,"3,614",H,"102,172",H
6,California,17,El Dorado,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,125,125,744,G,"25,903",G
6,California,19,Fresno,713,"Amusement, Gambling, and Recreation Industries",1: Total,133,139,"2,553",H,"102,683",H
6,California,19,Fresno,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,513,522,"5,986",G,"195,624",G
6,California,21,Glenn,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,9,J,145,J
6,California,21,Glenn,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,105,G,"2,359",G
6,California,23,Humboldt,713,"Amusement, Gambling, and Recreation Industries",1: Total,29,31,433,G,"11,809",H
6,California,23,Humboldt,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,139,139,846,G,"32,414",H
6,California,25,Imperial,713,"Amusement, Gambling, and Recreation Industries",1: Total,20,20,220,G,"6,426",G
6,California,25,Imperial,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,88,88,317,G,"8,097",G
6,California,27,Inyo,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,239,H,"8,668",H
6,California,27,Inyo,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,70,H,"2,044",G
6,California,29,Kern,713,"Amusement, Gambling, and Recreation Industries",1: Total,98,106,"1,212",G,"34,039",G
6,California,29,Kern,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,387,390,"3,041",G,"97,976",G
6,California,31,Kings,713,"Amusement, Gambling, and Recreation Industries",1: Total,14,15,225,G,"4,823",H
6,California,31,Kings,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,53,53,232,G,"5,153",H
6,California,33,Lake,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,189,J,"5,845",J
6,California,33,Lake,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,45,45,265,G,"7,186",G
6,California,35,Lassen,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,18,J,524,H
6,California,35,Lassen,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,56,J,"1,073",G
6,California,37,Los Angeles,713,"Amusement, Gambling, and Recreation Industries",1: Total,"1,617","1,883","27,615",H,"1,155,288",H
6,California,37,Los Angeles,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"6,132","6,240","62,717",G,"2,976,409",G
6,California,39,Madera,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,18,282,J,"7,699",J
6,California,39,Madera,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,64,64,348,G,"9,160",G
6,California,41,Marin,713,"Amusement, Gambling, and Recreation Industries",1: Total,132,137,"2,225",G,"95,321",H
6,California,41,Marin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,276,280,"2,053",G,"124,743",G
6,California,43,Mariposa,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,50,H,"1,303",G
6,California,45,Mendocino,713,"Amusement, Gambling, and Recreation Industries",1: Total,21,21,282,G,"9,545",G
6,California,45,Mendocino,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,89,92,359,G,"11,937",G
6,California,47,Merced,713,"Amusement, Gambling, and Recreation Industries",1: Total,31,35,200,G,"8,513",H
6,California,47,Merced,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,92,92,430,G,"11,213",G
6,California,49,Modoc,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,47,H,"1,653",G
6,California,51,Mono,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,25,H,"1,683",H
6,California,51,Mono,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,45,45,160,H,"6,180",G
6,California,53,Monterey,713,"Amusement, Gambling, and Recreation Industries",1: Total,76,89,"1,594",G,"75,615",G
6,California,53,Monterey,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,261,264,"2,027",H,"80,634",G
6,California,55,Napa,713,"Amusement, Gambling, and Recreation Industries",1: Total,48,50,548,G,"21,264",H
6,California,55,Napa,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,110,110,600,G,"26,986",G
6,California,57,Nevada,713,"Amusement, Gambling, and Recreation Industries",1: Total,45,53,618,H,"20,563",H
6,California,57,Nevada,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,121,121,"1,018",G,"36,604",G
6,California,59,Orange,713,"Amusement, Gambling, and Recreation Industries",1: Total,711,848,"47,368",J,"1,326,989",J
6,California,59,Orange,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"1,853","1,862","20,951",G,"809,007",G
6,California,61,Placer,713,"Amusement, Gambling, and Recreation Industries",1: Total,132,136,"2,368",G,"79,298",G
6,California,61,Placer,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,289,289,"2,772",G,"107,837",G
6,California,63,Plumas,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,59,J,"4,993",H
6,California,63,Plumas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,86,G,"2,997",G
6,California,65,Riverside,713,"Amusement, Gambling, and Recreation Industries",1: Total,371,422,"11,155",G,"405,960",G
